text,rating,label_name,vehicle
"The engine is great. The equipment attached to it is weak. I have had to replace the transmission, the computer box, the power steering pressure hose, the power steering box the radio, the power attachments for cellphone hookup do not work, The sunroof is faulty, works when it wants too. The time waiting for parts to repair is unbelieveable. The windows are not made to keep out the road noise. this car has been in the shop more times than my 1999 Durango which has 274000 miles. and is More reliable than my 2006 Max with 164000 miles. I have owned an 1989 Maxima, and the clutch kept going out. It is in the shop now for a new steering unit. I cannot make my money without it. I am going out to buy another car. It will not be a Nissan. I would not recommend it unless it is a truck.",3,neutral,2006 Nissan Maxima Sedan 3.5 SE 4dr Sedan (3.5L 6cyl 6M)
"the noise coming from the cvt tranny. even new one sounds the same as the old one failing. Nissan ruined their name, not addressing the problem",3,neutral,2013 Nissan Altima Sedan 2.5 S 4dr Sedan (2.5L 4cyl CVT)
"I was searching for a car for two weeks and came up on this 07' Versa...I test drove it(not having driven manual in awhile) and I liked the feel of the car. I also got a good deal on it too. After the first week, the car felt like it was gonna die on me when I would turned on the AC and it shook a lot. Also the engine is REALLY LOUD!!! I was in 6th gear at 3500 RPMS doing 70 MPH and the engine sounded even more loud. My 92' eclipse had better gas mileage than this car, I would need to fill my tank every week and I only work 10 minutes away from my house. I like the look of this car but not for gas mileage and for a manual vehicle. I am currently looking to trade this car in...",3,neutral,2007 Nissan Versa Sedan 1.8 S 4dr Sedan (1.8L 4cyl 6M)
"I guess my expectations were set too high - dealer sold me this CPO car with a bent wheel, no floor mats and various missing bolts and accessories (as discovered later). Overall car handles quite well, but does not shine in any area: braking is good, but touchy and not progressiveacceleration is good but vibrations coming form V8 are way too much for a luxury car, plus there's not much torque below 2000 rpm.Leather on seats wears off way too quick, sport seats are not super comfortable, front leg room is surprisingly smallIn less than 1 year I had to visit dealer for repairs 6 times! And car still has issues with leaking wiper system, shuddering on idle and jerky transmission.",3,neutral,2008 BMW 5 Series Sedan 550i 4dr Sedan (4.8L 8cyl 6M)
"In 2006 I purchase a new 325I. Have own many different type of cars and none have disappointed like this 2006 325I. Here is the history of the money pit;In 2006 I purchase a new 325I. The bad; head replaced, valve cover-broken bolts, door handle sticking, water pump, rear window replaced because of faulty defogger grid , rear windows sometime work, starter motor, ignition coils, less than 90k on my car.No more than a money pit. The Good; fun to drive.the car now has 125k on the clock, oil pan gasket replace, another starter, more broken valve cover bolts, oil filter housing gasket replaced.2017 on the flat bed again with a bad hose fitting, not the hose the plastic fitting bolted to the head has disintegrated. You can not just get the fitting, part of the hose assembly. Cross over coolant vent pipe also disintegrated, i replaced with it with a copper line. Head bolts on cam chain end of head shear off like many bolts in the car. Motor mount bolts also sheared off. Upper radiator fitting started leaking. I also own a 07 Jeep liberty, 240k on the clock and just replace the standard stuff, alternator, water pump, fuel pump, two wheel speed sensors. Runs like the day it was new.",3,neutral,2006 BMW 3 Series Sedan 325i 4dr Sedan (3.0L 6cyl 6M)
"This SUV look like a really good buy from all the comparisons of SUV. The additional 3rd seating, the safety features. The start and stop technology and technology. This is where you go wrong. All the features mentioned above are not good. Additional seating is very hard to get in, be ready to put some muscle. The safety features is not all that good, it will not stop when actually it needs to stop, MPG is horrible more like 14 to 17 realistic. Technology it's horrible you should be careful that it has no apple or android integration. That should tell you something.",3,neutral,2017 Toyota Highlander SUV XLE 4dr SUV (3.5L 6cyl 8A)
"Before purchasing my 2017 Highlander Hybrid Platinum, I owned the RAV4 Hybrid...so I am very familiar with Toyota's Hybrid SUVs. I moved up to the Highlander because I wanted/needed a larger vehicle to accommodate my family. In sum...while this is a very efficient and comfortable SUV, it falls short in some very important categories. First, the positives: Obviously, as you'd expect from a Toyota Hybrid, this SUV gets phenomenal gas mileage for a 5,000 pound automobile. If I drive slowly in ""Eco"" mode (Eco mode adjusts throttle mapping to give the driver more control over acceleration), I can achieve 34 mpg. If I drive ""normally"" (re: not slowly), I get around 31 mpg. Other positives: The seats, both front and rear, are very comfortable. Seat heaters and seat ventilation works well. The second row has heated captains chairs, separated by a cup holder. The climate control system works well, including the ability to adjust temperature in the rear of the vehicle. I was disappointed that the Highlander Hybrid does not come with LED headlights or fog lights, but nevertheless, the lights do a nice job of illuminating the road at night...and, having ""auto-brights"" is a nice feature (auto high beams will turn off automatically when it senses a car approaching in front of you). There is ample storage space in the rear of the vehicle (if you fold down the 3rd row). Cruise control works well...and the Nav system, while antiquated, is accurate and easy to use. Acceleration is pretty good for a hybrid, but, as is typical of all CVT transmissions, when you accelerate, the engine revs like it's about to explode. The AWD system (the rear wheels are driven by an independent electric motor that kicks in when the front wheels sense slippage) does a good job adding traction in light snow, but is not designed to handle off-road driving. OK, now the negatives: The car generally handles the road like it's sitting on bicycle wheels. There is noticeable roll when turning into corners, the el",3,neutral,2017 Toyota Highlander Hybrid SUV Limited Platinum 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT)
"MAJOR power steering problems. Not a smooth ride. Great sound system. I average 16.2 mpg between city & freeway. For optimal performance of supercharge, you need premium gas. The extra money you pay for supercharge is not worth it compared to the regular model.",3,neutral,2003 Nissan Xterra SUV SE S/C Rwd 4dr SUV (3.3L 6cyl S/C 4A)
"We bought this car new in 2010 as a left over 2009 and it's been a great little car. Never been in the shop once for a repair, none of the cvt troubles or anything. My daughter has been driving this car to college for a year now 107000 miles and never been to the shop for a repair. Before giving to my daughter we replaced the shocks, tires and brakes, not that they were bad but wanted her to have stopping and steering as good as possible . Still a nice looking car, interior still looks like new and outside shines and looks good. Not a bad thing to say about this car.",5,positive,2009 Nissan Cube Wagon 1.8 SL 4dr Wagon (1.8L 4cyl CVT)
This is the BEST car I have ever owned!!,5,positive,2013 Toyota Prius Hatchback Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT)
"I absolutely love my Corolla DX. It's the perfect small car. It's reliable, comfortable, easy to drive, and handles great. So far it has about 98000 miles and I've never had any problems. Unfortunately, my car was recently struck on the passangers side at about 70-80 mph, so I can also say that it's reliable in a collision. The unibody absorbed the damage. Sadly, the body is unrepairable, although mechanically the car is still in perfect condition.",5,positive,1997 Toyota Corolla Sedan DX 4dr Sedan
"85,000 miles. No problems. Fun and powerful to drive. Have trd package, w/limited slip and towing package. Live in Arizona and drive it hard in hot and dusty places. 100% satisfied.",5,positive,2007 Toyota Tundra Double Cab SR5 4dr Double Cab LB (5.7L 8cyl 6A)
"over all a very pleasent vehicle if not a little under powered and hungry on gas. I have had the opertunity to use it to tow on a long trip,(240 miles and towing 1000lbs) and it was not bad, but was hard to keep up to speed without shifting down a gear on hills. Have yet to use it in snow, but I have heard about it's good off road capabilities so I'm looking forward to it.",4,positive,2003 Nissan Xterra SUV XE 4WD 4dr SUV (3.3L 6cyl 4A)
My wife and I bought this as a replacement for our 2006 Honda Civic. It has tons (and I mean Tons) of power and it is very fun to drive. The reason for purchase and one of the best features is all the leg room! I am 6' tall and I felt cramped in the civic. This has a great driving position and offers adjustable pedals. Steering wheel audio controls are nice too! The exhaust has a real throaty sound that combines nicely with the rugged design. I would buy another today!,5,positive,2006 Nissan Titan Crew Cab XE 4dr Crew Cab SB (5.6L 8cyl 5A)
"I have owned this Sienna from day one, and so far w/95000 miles it has lived up to the reputation of Toyota by being the most reliable van I have owned. Have there been problems, sure, but minor: rear brake squeal and sliding power door sensor. Other than routine service, it's been a pleasure. Hope to have it another 7 years w/200,000 miles!",5,positive,2000 Toyota Sienna Minivan XLE 4dr Minivan
Still a Great dependable car,5,positive,2008 Toyota Avalon Sedan XLS 4dr Sedan (3.5L 6cyl 6A)
"I have always been fond of any Honda or Toyota vehicle. I have depended on both manufacturers and they've never let me down. I love the Prius, everything about it. It is enjoyable to drive and performs well on my 60 mile one way commute to work. The handling and responsiveness is is better than average. Fuel economy is outstanding and the consumption monitor has allowed me to correct my gas guzzling driving habits. The ride is smooth and quiet on the highway. Prius and Hybrid Synergy Drive make interesting conversation with friends. I wish I had owned one much sooner. The car is just plain cool.",5,positive,2007 Toyota Prius Hatchback 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT)
"Fist of all I love the Truck, it's color is Phantom Grey Pearl. If you want the extras, you have to supervise everything! Over all Toyota has an extremely high quality product! I tested the Ford Lightening, & the Chevey Silverado, & the Dodge Hemi. I personaly liked the Toyota! It get's beter fuel economy, has a beter ride, & handles better. Oh, & if your quick enough, at the stop light, you'll blow their doors off!",5,positive,2005 Toyota Tundra Access Cab 4dr Access Cab SR5 4WD Stepside SB (4.7L 8cyl 5A)
"I have had this 1997 2 wheel drive 4runner for seven months. It had 138000 miles when purchased and now has 145000. It has been a very dependable, reliable vehicle so far. I receive about 20 mpg in the city and 24 mpg on the highway. The gas gauge falls very fast once it reaches the quarter tank level. The v6 engine provides all of the pick up I need in the traffic conditions I have encountered so far. I have had only one problem. The sunroof drain leaked onto the headliner. I had to buy a new motor for the sunroof which cost 700.00 at the dealer. They told me it was the only way to move the roof so they could clean out the drains. As with all Toyotas they are well engineered but the parts and labor are overpriced. Who wants to spend over a hundred dollars for floor mats? I owned a 1996 Toyota for 12 years previously and it was the best vehicle I have ever owned. Overall very pleased so far with this 4runner.",4,positive,1997 Toyota 4Runner SUV 4dr SUV
"For a reliable, plush ride don't look any further...Nothing compares!! The 2003 interior is truly Lexus-like. Low depreciation makes this SUV even more appealing.",5,positive,2003 Toyota Land Cruiser SUV 4WD 4dr SUV (4.7L 8cyl 5A)
"The 5.7 motor in this truck is years ahead of the others. It is smooth, quiet and the power is unreal. I am getting 14 mpg, and don;t care because it is so much fun to drive. The truck has the TRD dual exhausts and sounds great when you get on it. The limited slip diff is great for gravel roads and snow. I do not use this as work truck, just weekend warrior stuff and commuting. I would recommend it to anyone looking for a fun and practical vehicle.",4,positive,2007 Toyota Tundra Double Cab SR5 4dr Double Cab 4WD SB (5.7L 8cyl 6A)
"Had the care about 5 months now. Really like it. Great fuel economy, fun to drive, lots of interior space, and generally feel good driving it. Trunk is a bit smaller than I would have hoped, but to be expected. Overall, I love this car, best I have ever owned to date.",5,positive,2011 Toyota Camry Hybrid Sedan 4dr Sedan (2.4L 4cyl gas/electric hybrid CVT)
"If you're reading this you're buying used... I gave my son my X5 with 170k on it and still running strong. I have a couple of Porsches that I'm trying to keep the mileage down hence the X3... It drives like a new car. It was well cared for and serviced. the car runs strong, smooth to drive and effortless on long trips. The key purchase point for me... it could handle a wet golden retriever full of sand, plants from home depot, bikes and surf board... all or 16k. I'll give this to my one of my kids when it hits 180k...",4,positive,2011 BMW X3 SUV xDrive28i 4dr SUV AWD (3.0L 6cyl 8A)
"My last truck was a 94 dodge ram 1500, this thing so rocks compared to my old dodge, I can't believe I have waited so long to get a new truck. Acceleration past 60 is very good. I opened it up on the highway and was at 100 with out even straining the engine. Feels like it was made for me. What more can I say. I have no complaints, rides and drives great. Fuel consumption is not so good, but hey, it's a truck...",5,positive,2006 Nissan Frontier Crew Cab SE 4dr Crew Cab SB (4.0L 6cyl 5A)
"It took me almost a year to chose this car, and for the most part, I couldn't be much happier. I am a little disappointed in the 4cyl gas mileage, but the convenience and looks of everything else makes up for it. I have had my Highlander for 2 years now and have never ahd a single warranty repair done on it. My only regret is that I did not splurge for the Limited package.",5,positive,2001 Toyota Highlander SUV 2WD 4dr SUV (2.4L 4cyl 4A)
"This is our family cruise ship. Camping with a trailer full of dirt bikes, up to the ski area in the most severe weather,or towing the fully loaded boat to Powell this suv does it all and yes we pass when we like.Our kids stopped complaining on long trips! I put gas in. I change the oil.I've changed windshield wipers and at 56000 mile its first set of tires. The worst thing is having to wash all that adventurous dirt off of it.It is a large suv and this does take a while.We ran her at 65mph to Cal and got 19mpg. We're Not inthat big of a hurry once you're in the Cruise ship.",5,positive,2006 Nissan Armada SUV LE 4dr SUV 4WD (5.6L 8cyl 5A)
"After being a lifer Chevy/Ford person, my wife bought a Camry and we've been hooked on Toyota since. I spens a lot of time looking around at the Big 3 and decided to go with the Tundra and I'm glad I did. It has been rock solid...no problems, good power, handles great. I don't use 4WD much other than the winter, but it is nice to have. The brakes seem fine to me, I was surprised to see others complaining about them. I've had heavy loads in the bed, it sagged down low as expected but took it fine. I'd recommend this to anyone.",5,positive,2001 Toyota Tundra Access Cab 4dr Access Cab SR5 V8 4WD SB (4.7L 8cyl 4A)
"This Corolla was a replacement for 2004 Civic which I felt was underpowered and delicate. Purchased pre owned with 75k three years ago, now have approximately 94k. In this time of much improved domestics like the Cruze, Sonic, Focus, and Fiesta, I've stopped considering Corollas as a compact choice anymore. My ex-wife now owns this car as part of the marriage settlement; I drive a Sonic, and am loving it...ebb and flow :-)",4,positive,2006 Toyota Corolla Sedan LE 4dr Sedan (1.8L 4cyl 4A)
"I've done a lot of research on Mercedes/Audi/BMW diesels before I bought my 328d: if you pick up a copy of Consumer Reports magazine (or subscribe online), you'll learn that 2014 BMW 3 series earned an average of 4 star (above average) reliability ratings in every area (mechanical, electrical, etc.), better than any other year; other 3 series have average reliability and most 7 series and 5 series score below average reliability. These BMW 328d have very few mechanical issues unlike 2009-2011 335d, which were known for expensive fuel injector/pump, carbon buildup and DEF/EGR problems. I fill up with Propel HPR diesel, a 100% renewable diesel (way better than bio-diesel) available in most cities in CA, which will help keep this 328d very reliable for many years (look up HPR diesel online, I tested it on my TDI before, it's a superb clean diesel alternative). Fuel economy is way better than EPA rating at cruising speed - I get 52-54 mpg at 73-75 mph, (high 50's! when cruising at 55-65 mph) - I average 39-44 on each tank (600+ miles) depending on what % is city driving & how aggressively I drive - that's the fuel economy of a Toyota hybrid. Considering the great handling and how much fun it is to drive (280 lb. ft. of torque), this BMW is a winner! I bought my 328d certified pre-owned from BMW of Marin County with an extended warranty (2 years, unlimited miles) which gives me a peace of mind as I drive 3K/month all over NorCal. The 8 speed ZF transmission is smooth and quick shifting in either sport or comfort mode: I've owned many BMW's with 5 & 6 speed transmission and this 8 speed is the best. Interestingly enough, I searched for 328d for 3 months and paid less for very clean low mileage Certified 328d than private parties were asking, which shows how high the demand is for these reliable diesels. If you find one with a clean title & well maintained - buy it - you won't regret owning it. Here's a nice review from Motorweek - http://www.motorweek.org/reviews/road_tes",5,positive,2014 BMW 3 Series Diesel 328d 4dr Sedan (2.0L 4cyl Turbodiesel 8A)
"Fun to drive, great handling (for a SUV) with the 19"" and sport package, a little rough riding at times though. Comfortable and decent fuel economy (premium fuel uhh). No issues to date, Nice sound system, nav is just ok, but the bluetooth rocks. An overlooked small SUV that competes very well all around, careful price jumps with options! Good Value if you buy 1 year old.",4,positive,2007 BMW X3 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6M)
"With only 14,680 miles its new to me with all the bells and whistles. Didn't have to give my right arm for it... Smells new. How many hybrid SUVs that can seat 7 and get 27 miles in the city do you know of? The kids love it and super quiet.Updated 2/17/2017, a year later: Wife and kids love it (I bought it for them). super quiet, great sound system, very comfortable and great on gas. Over all averages 25 miles per gallon. Things I've notice: very poor acceleration from a stop and if you punch the gas pedal, sometimes the engines rattles (more me than my wife). Gas mileage improves greatly when coasting or driving under 20 MPH (running on battery). Diving up hills kills your gas mileage considerably (at any speed). If you haven't driven a hybrid, try it, you won't go back to gas only vehicle. Of the four vehicles in our household, the Toyota Highlander Hybrid Limited is the choice vehicle to drive.",4,positive,2013 Toyota Highlander Hybrid SUV 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT)
"I asked to have the car made for me so it is a limited special edition. I get wonderful mileage, have an oil change every 3 months and have recently driven it back and forth to NC twice a month. I average 3/4 tank of gas for 200 miles. Other than new tires, I have had no major problems. This is my 3rd Nissan and I will hate to part with it.",5,positive,1997 Nissan Altima Sedan GLE 4dr Sedan (1997.5)
"The toyota land cruiser is the best luxury sport ute on the market. the reliability and comfort are surpassed by none. This suv drives like a car and has an incredible turing radius. the interior is beautiful, luxurious, and very versitile. it has a great 3 zone climate control system and the in dash cd player is splended. All around great suv!",5,positive,2002 Toyota Land Cruiser SUV 4WD 4dr SUV (4.7L 8cyl 4A)
"I bought the Solara in August, and was having a blast putting the top down. At first, I thought it was the car for me! But when I figured out all of the problems, I decided otherwise. After two months, I kept getting water leakage in the interior. Now, I knew there would probably be a little bit considering it was a convertible, but I didn't know there would be drips and runs of water every time I washed it or drove it in the rain! Also, there is a significant blind spot in the rear! I don't feel very comfortable driving it not knowing who's behind me. I think that they should make the rear window larger like the old style of Solara.",5,positive,2006 Toyota Camry Solara Convertible SE V6 2dr Convertible (3.3L 6cyl 5A)
We got it as a used rental car in late 1999 and have driven it to death ever since. It now has almost 150000 miles and we've never had a big problem. We change oil regularly. Only repairs were the right window motor and we did all the belts etc. My husband drives it daily around 50-60 miles. We will drive it til it drops.,5,positive,1999 Toyota Camry Sedan LE 4dr Sedan
"I totaled my Sienna 2014 XLE after 3.5 years of driving it. I hit two deer in a 75 mph zone. Air bags deployed, and I wasn't injured except for ear problems due to the side airbag hitting me in the ear. I now have a 2017 Sienna SE Premium. Technology is much advanced since 2014. The BlueTooth interface is greatly improved (much easier to use with a shorter introduction: ""How may I help you"" as compared to the long explanation before), though during phone calls people can still tell I am in the car (however, one friend told me it sounded better than the 2014) . By comparison, with my 2010 Kia Sorento BlueTooth, people usually couldn't tell I was driving. The Kia had the microphone on the driver's side windshield pillar; Toyota has kept the microphone in the center above the rear view mirror. iPod interface is greatly improved since 2014. The navigation screen is bigger and better. There is now an information screen in between the speedometer and tachometer. You can customize the screen (mpg, digital speedometer, miles to empty, etc., outside temp is always displayed on the screen) as well as view turn directions, speed limit, and iPod content from the screen. The seats are much more comfortable than those in the 2014. Down hill assist works great: I do a lot of mountain and hill driving. The 2014 had down hill assist, but it didn't work well. Cabin lights are improved: window, door and cup holder lights are brighter and easier to see; they are now blue instead of green. The ride seems quieter than the 2014, even though the SE comes with 19"" rims. The handling is better--tighter, more responsive steering. The engine is now 8 speeds for better gas mileage, but I notice that the pick-up isn't as good: it seems to take longer when I step on the gas getting onto the freeway. The 2017 comes with LED daytime running lights, and the tail lights are LED, so that it looks like they are all white until the diodes light up. The SE does not have automatic third row windows--I mis",4,positive,2017 Toyota Sienna Minivan SE Premium 8-Passenger 4dr Minivan (3.5L 6cyl 8A)
"A fun car to drive, and the car handles and responds very well; so far the car handles and responds very well in the snow. The car has power when you need it, and the fuel economy is better than expected: ~24 City (Winter ~19, car needs to warm up) and ~34 Highway. The car is very quiet, and the ride is great, although the suspension is a bit stiffer then I'm use too (I'm use to driving a sedan).",5,positive,2006 Toyota Camry Solara Coupe SLE V6 2dr Coupe (3.3L 6cyl 5A)
"I really like this car. It has plenty of power, a roomy, comfortable interior, handles reasonably well, and does well in the snow. I bought this car used in 2006 with ~60k miles. It now has 95k. In that time, besides routine maintenance, I've only had to replace the interior fan assembly which started making an annoying noise shortly after I bought it. It cost approximately $400 to replace. My friend has an Xterra which had a similar problem. The previous owner had taken out the stereo system so I got whatever the dealer put in. I'm not an audiophile, but would say it's got an adequate sound system. My wife's 2006 Toyota 4- runner has a better sounding system.",5,positive,2003 Nissan Maxima Sedan GLE 4dr Sedan (3.5L 6cyl 4A)
"I have owned a 2000 328ci for about a year & have put about 12,000 miles on it (120k on vehicle total). This car is a dream. Have not had any problems & get people inquiring about it almost daily. The styling is so wonderful that people always ask if it's new and it's 8 years old! I think I'm hooked. BMW all the way from here on out. Also found that parts on the vehicle are no more expensive than your average Chevy or Ford. NOW THE LABOR AT A BMW DEALER, that's a different story but there are several repair shops in my area that specialize in foreign repairs. Only thing I had replaced is the cam positioning sensor which was 75 bucks & 1 hr labor ($65) to install at a local service shop.",5,positive,2000 BMW 3 Series Coupe 328Ci 2dr Coupe
after owning the 2000 celica gts that was my first toyota which i also purchased new.comparing this one to the celica this car i believe will give me less problems overall.the celica gave me quite a bit of problems but still performed excellently after the warrantywas expired. thank you toyota for making the kind of cars i will now buy for the rest of my life.i feel like a millionaire in my 2006 solara.,5,positive,2006 Toyota Camry Solara Coupe SE V6 2dr Coupe (3.3L 6cyl 5A)
"Traded my 2002 911 Targa, without any sacrifice in performance or comfort, and with much greater practicality. This is a terrific car! Simple, elegant, fast, safe and distinctive. Everything works just as you want it to. And every time you step on the gas or go into a quick turn, you're reminded why you bought it.",5,positive,2009 BMW 1 Series Convertible 135i 2dr Convertible (3.0L 6cyl Turbo 6M)
"As close to the perfect car as anyone has created.I know there is no such thing, but, the GT is nearest the bullseye.Nice combination of luxury/comfort, utility, decent MPG's (for what it is), and being a 'drivers car'.I'm an ex SAAB guy so I realy appreciate the GT's SAABness but with more luxury.And New England snow can't stop it.I love this car!",5,positive,2011 BMW 5 Series Gran Turismo Hatchback 535i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A)
"The ultimate driving machine? Pretty darn close. Excellent ride and handling. Quality and craftmanship is one of the best in class. May not be the quickest in its class, but who cares you wanna be seen in this car anyway.",4,positive,2005 BMW 3 Series Coupe 325Ci Rwd 2dr Coupe (2.5L 6cyl 5M)
"Purchased in October 2010.To date no issues with any mechanical systems.Rear window stopped working but self-healed.Average 25 mpg's almost all the time.Easy to park.Enough room for really only two adults in front and small ones in the back........I'm 6'2"" and have plenty of leg and head room, but would crush another adult behind me.....Not bad pricing for an AWD vechile with decent gas milage....",4,positive,2011 Nissan Juke Hatchback SL 4dr Hatchback AWD (1.6L 4cyl Turbo CVT)
Having owned this truck for about a year I can say it is overall great. My real world gas mileage is 16.9mpg. and that is no typo. I drive the speed limit and don't stick my foot in it - love that exhaust note. A pickup truck is built primarily as a cargo hauler and I couldn't be happier with this function. Interior comfort is also first class - better seats than my wife's Lexus.,4,positive,2005 Nissan Titan King Cab 4dr King Cab LE Rwd SB (5.6L 8cyl 5A)
"I received this car from my aunt and uncle when I got my license. Since then, it's been in 2 wrecks (1 major, 1 minor) and it's still going strong. The mpg are amazing. I can get to and from Toledo (about 2 hour drive both ways) with only $20 bucks.",5,positive,1999 Toyota Corolla Sedan CE 4dr Sedan
"I enjoy it everytime behind the wheel. Too bad that Toyota reduced the cut off RPM for 2002, otherwise no complaint. Maybe we could do something for Toyota to reverse that. Brake & handling much better than RSX-S. It's a nice fun car.",5,positive,2002 Toyota Celica Hatchback GT-S 2dr Hatchback (1.8L 4cyl 6M)
"It's been a little over 2 years since I purchased Blondie ( named for the ""blond"" leather interior). No major problems to deal with, so far, so good. I do mixed freeway/city driving. In Tucson's heat, using the A/C which works great here in AZ by the way, I get 31 mpg. In our milder winters, I've been getting 34 mpg. The mpg are a slight disappointment but still better than 14 yr old Volvo. Still love the look, acceleration and roomy interior. Still not used to door locking system or less tight turning ability (is that torque?) Nervous about future cost to replace cell. Small trunk no problem; no kids and not much travel. So far, so good.",4,positive,2008 Nissan Altima Hybrid Sedan 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)
"This is my second BMW convertible. My first was a 2008 328i. This new 2017 430i convertible is a very nice car with some improvements over the 2008 model but some disappointments also. First the good news. The 2 liter 4 cylinder dual turbo engine should satisfy most drivers. It has great pick up and is perfectly mated to the 8 gear auto transmission and greats 25% better fuel economy than my old 2008. The fit and finish is excellent and I feel confident this car will be just as reliable and trouble free as the 2008. The navigation is excellent, as is the voice commands. Gets it right 99% of the time. Now the bad news. After 9 years I expected a few more improvements. The standard sport seats (which I had on my previous car) give great back support but are definitely too firm on the bottom portion of the seat. The blinkers on the side view mirrors are a nice touch, but are distracting at night. The dashboard layout is very familiar, but also a bit dated. For some crazy reason BMW decided to move the cruise control from a stalk behind the steering wheel to buttons on the steering wheel and in the process remove the power button for the radio from the steering wheel. I use the radio everyday. I rarely use the cruise control. The steering is lighter, but I think a bit too light. Brakes are also a bit too soft, compared to my 2008. All in all, a very nice car that I doubt will disappoint many people. I test drove other convertibles and came back to BMW. Choices are few if you want a 4 seater convertible.",4,positive,2017 BMW 4 Series Convertible 430i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A)
"Have owned this gorgeous pre owned (CPO) car for a month now. I routinely get stopped in parking lots for questions. The style has aged so gracefully, many people think its a new car with the top down. Car is composed at all times. My first BMW (after Lexus, Acura), I didn't expect the hype to be true, but it is: the BMW ride is firm but forgivingly compliant at the same time. No lean, no roll but my wife likes the smoothness better than our Lexus. Car has new Michelin Pilots. Power is more than sufficient. On starting, the exhaust note is a pleasantly refined but assertive rumble. You do sit very low in this car, so be prepared to look up at nearly every other vehicle on the road.",5,positive,2005 BMW 3 Series Convertible 330Ci Rwd 2dr Convertible (3.0L 6cyl 6M)
"I'm very impressed with the latest generation of Toyota Corollas. The interior styling and quality has vastly improved over previous generations. The handling is very good for an economy 4Dr Sedan and the back seat legroom is fantastic. I'm 6'1"" tall and I can sit comfortably in the back seats without my knees hitting the front seats. Head room is not an issue. Visibility is great, the blind spots are very minor in this car. The S Plus package I purchased comes standard with Bluetooth, voice controls, USB, Back Up camera, paddle shifters, stiffer struts, allow wheels, front fog lights, electronic mirrors + defrost, and a 50/50 cloth/vinyl interior. For the price I think you get an excellent vehicle. This Corolla is about the same size as the Camry, it's not even close to the traditional Corollas of the past. Ride comfort is superb, the seats are very comfortable for long trips. Road noise is fairly low and acceptable, but it's not of course as good as a Lexus or Cadillac. The touch screen radio is intuitive and easy to use/navigate. The climate controls are also basic and easy to use, this is a plus in my opinion. Sure you don't get lots of the latest bells and whistles with this car, such as active parking assist or lane change notifications, but that's not something I care about or want. For the price of this vehicle I'm very impressed, it's a great value. What you get with this car, in my opinion, are the essentials. You get your hands free, you get your keyless entry, you get your HD radio, you get excellent headlights (night visibility), fuel economy, safety, handling, cargo space (big trunk for a small car), and passenger space. On top of it all, you get Toyota Reliability. Parts/maintenance are very low/affordable. Choosing this vehicle was a simple choice for me. The only other vehicle I would consider at this price point is the Mazda 3. They are very close to each other in terms of price and options. But I felt that overall the Toyota offered a better value",5,positive,2016 Toyota Corolla Sedan S Plus 4dr Sedan (1.8L 4cyl CVT)
"Bought my truck in August of 2003. Currently has 150,000 miles. It has NEVER refused to start or break down on the road. The only complaint is due to a worn rear bearing, which is somewhat due to wear and tear. Acceleration is very good, leaps ahead of the crowd at stoplights. Very comfy and ergonomically correct interior. Cloth is plushy. Exterior paint is too thin and chips easily. Bumper is not very strong compared to previous Chevy 1500 bumper (Front and Rear) but adequate.",5,positive,2003 Toyota Tundra Access Cab 4dr Access Cab SR5 Rwd SB (4.7L 8cyl 4A)
Love love this car! NO PROBLEMS at all. Definitely recommended. Cute exterior and drives well even at 60+ miles per hour.,5,positive,2004 Nissan Sentra Sedan 1.8 S 4dr Sedan (1.8L 4cyl 4A)
"I drive this car in a congested city every day. It is perfect in traffic. I always feel ""comfortable"" with my speeds and I have a tendency to go over the speed limit, but it holds the curves good. I drive occassionly on a 65 mph highway and before I know it, I`m up to 75 and 80 mph, without feeling any scary moments. The only time I get concerned is on those ""draw bridge grids"". The tires may not be wide enough. The one thing that I absolutely can`t stand is the ice-cold air does not come on soon enough. I ""melt"" down before the air is cold. At least 10 blocks to get cool air. Evidently there is NOT enough insulation. Thank you.",5,positive,2004 Toyota ECHO Sedan 4dr Sedan (1.5L 4cyl 5M)
"Your info listed for this car is wron! There are many more options than you list. You have 'not available' listed for many things that are available! I have auto locks/windows/ mirrors, front interior map lights,vanity mirrors on both sides, abs brakes, split seats in the rear that fold down w/ acces to the trunk, alarm system that shuts the engine down if someone tries to steal it, cd player and other things. So, please list that these things are available. Thanks!",4,positive,2003 Nissan Sentra Sedan GXE 4dr Sedan (1.8L 4cyl 4A)
"The vehicle is very responsive to steering and handling. The variable valve timing addition makes it more responsive than the 2000 year model. The gas mileage needs to be improved. Compared with Chrysler's larger 3.8 liter engine, they get about the same mileage on the highway.",5,positive,2002 Toyota Sienna Minivan CE 4dr Minivan (3.0L 6cyl 4A)
